"","X.1","X","score","rate","rate_bin"
"96",96,96,0,3.27622745411551,0
"97",97,97,0,2.64781899251567,0
"98",98,98,0,3.81937769943563,0
"99",99,99,0,4.81091716322838,0
"100",100,100,0,4.70417694724526,0
"101",101,101,0,0.3498611615832,0
"102",102,102,0,2.39801658497043,0
"103",103,103,0,0.973637507715728,0
"104",104,104,0,2.13944649241279,0
"105",105,105,0,0.505028958773414,0
"106",106,106,0,3.06618320178138,0
"107",107,107,0,6.57785300159025,0
"108",108,108,0,2.93928529772542,0
"109",109,109,0,2.25325705263346,0
"110",110,110,0,4.52546505239884,0
"111",111,111,0,2.91016773508372,0
"112",112,112,0,7.47630250882297,0
"113",113,113,0,2.89759633188483,0
"114",114,114,0,-2.59734543571877,0
"115",115,115,0,1.0105312461043,0
"116",116,116,0,5.332832745943,0
"117",117,117,0,1.02613783465701,0
"118",118,118,0,1.70071201586112,0
"119",119,119,0,2.58202116323631,0
"120",120,120,0,-0.255477850776095,0
"121",121,121,0,4.58864084560765,0
"122",122,122,0,4.15870259449579,0
"123",123,123,0,1.51209796324874,0
"124",124,124,0,0.0739330883034239,0
"125",125,125,0,3.45795425338971,0
"126",126,126,0,4.98795050534528,0
"127",127,127,0,3.52501922658732,0
"128",128,128,0,6.22202642409256,0
"129",129,129,0,6.40284027050073,0
"130",130,130,0,0.911019602266542,0
"131",131,131,0,4.21747945668842,0
"132",132,132,0,2.96672656035813,0
"133",133,133,0,5.0509435765122,0
"134",134,134,0,5.2457912721001,0
"135",135,135,0,2.53253302117104,0
"136",136,136,0,3.54051469417814,0
"137",137,137,0,5.29230954828522,0
"138",138,138,0,4.22425476682024,0
"139",139,139,1,2.01164372729674,0
"140",140,140,1,5.92175036701867,0
"141",141,141,1,6.77014027780654,0
"142",142,142,1,8.94308145885716,0
"143",143,143,1,6.30723582870213,0
"144",144,144,1,7.21966144127227,0
"145",145,145,1,4.62110262239687,0
"146",146,146,1,4.32410661974651,0
"147",147,147,1,5.188988214927,0
"148",148,148,1,6.29971438132389,0
"149",149,149,1,4.41367359600009,0
"150",150,150,1,8.67352244054589,1
"151",151,151,1,2.32595258656285,0
"152",152,152,1,4.5875485614596,1
"153",153,153,1,8.41981270089039,0
"154",154,154,1,8.16094299977595,0
"155",155,155,1,6.80947031691208,0
"156",156,156,1,4.21703794516527,0
"157",157,157,1,5.84786147120485,0
"158",158,158,1,6.71405414944982,0
"159",159,159,1,9.88320310579982,0
"160",160,160,1,7.65531849141653,0
"161",161,161,1,5.47176861393867,0
"162",162,162,1,4.10815545245906,0
"163",163,163,1,8.20109357910311,0
"164",164,164,1,5.16134234322208,0
"165",165,165,1,2.40910000517044,0
"166",166,166,1,3.65761494477177,0
"167",167,167,1,6.90563693242723,0
"168",168,168,1,6.56331990895351,0
"169",169,169,1,7.52042774456954,0
"170",170,170,1,3.35891715319285,1
"171",171,171,1,8.3834952104902,0
"172",172,172,1,4.25084600913747,0
"173",173,173,1,6.8867245650632,0
"174",174,174,1,6.96411145798555,0
"175",175,175,1,4.04847172236622,0
"176",176,176,1,7.14667445540892,0
"177",177,177,1,3.63509024755293,0
"178",178,178,1,9.31694062935775,0
"179",179,179,1,6.96018884470537,0
"180",180,180,1,6.94666288927125,0
"181",181,181,1,4.17782322483147,0
"182",182,182,1,1.82057167647793,0
"183",183,183,1,4.81857845613357,0
"184",184,184,1,4.07856012075017,0
"185",185,185,1,3.26716201937802,0
"186",186,186,1,2.44467465349478,0
"187",187,187,1,4.71770958519866,0
"188",188,188,1,9.43795864490242,0
"189",189,189,1,5.25928224732321,0
"190",190,190,1,7.85915390051404,0
"191",191,191,1,6.77323926726218,0
"192",192,192,1,8.04908677765585,0
"193",193,193,1,2.29372005700374,0
"194",194,194,1,3.53998776180282,0
"195",195,195,1,3.8643815431303,0
"196",196,196,1,3.52800752896349,0
"197",197,197,1,6.94495707765293,0
"198",198,198,1,1.61656531403857,0
"199",199,199,1,6.09473197132149,0
"200",200,200,1,4.54143515039752,0
"201",201,201,1,4.08430603564537,1
"202",202,202,1,5.26377613322489,0
"203",203,203,1,1.47119777197772,0
"204",204,204,1,6.55684694674002,0
"205",205,205,1,3.41652043810764,0
"206",206,206,1,4.02628200432333,0
"207",207,207,1,5.21245230351026,0
"208",208,208,1,2.99323296464587,0
"209",209,209,1,4.65642500196674,0
"210",210,210,1,3.73664571450589,0
"211",211,211,1,4.93679747412257,0
"212",212,212,1,4.06300616246625,0
"213",213,213,1,7.77208392922733,0
"214",214,214,1,7.0216640753763,0
"215",215,215,1,3.7430219460659,0
"216",216,216,1,3.1036352164124,0
"217",217,217,1,4.46552894424518,0
"218",218,218,1,8.85548111809362,0
"219",219,219,1,2.04382626785691,1
"220",220,220,1,4.55849586992259,0
"221",221,221,1,4.28312315288503,0
"222",222,222,1,9.75803292200627,0
"223",223,223,1,4.73651672813791,0
"224",224,224,1,8.37857154708508,0
"225",225,225,1,10.0382913629194,0
"226",226,226,1,6.5187921669666,1
"227",227,227,1,5.77938305936656,0
"228",228,228,2,7.96855988736014,0
"229",229,229,2,10.890829579917,0
"230",230,230,2,7.9682632185501,0
"231",231,231,2,6.5663704651913,0
"232",232,232,2,8.82917105845405,0
"233",233,233,2,12.6192152930351,0
"234",234,234,2,12.1125643389407,0
"235",235,235,2,5.84927231153082,0
"236",236,236,2,3.60751353572862,0
"237",237,237,2,8.03682180880536,0
"238",238,238,2,11.1246367449708,0
"239",239,239,2,7.51420519704106,0
"240",240,240,2,13.8488288634618,0
"241",241,241,2,16.6836839790525,0
"242",242,242,2,6.06774479196038,0
"243",243,243,2,9.39243716673027,0
"244",244,244,2,8.96455378627684,0
"245",245,245,2,4.82714969520333,0
"246",246,246,2,7.13321486271196,0
"247",247,247,2,3.85981967468083,0
"248",248,248,2,12.1178097218149,0
"249",249,249,2,15.5831752620696,0
"250",250,250,2,11.0493417712557,0
"251",251,251,2,8.17911561602332,0
"252",252,252,2,8.65974495829661,1
"253",253,253,2,6.26763822662524,0
"254",254,254,2,10.106748960109,0
"255",255,255,2,12.4140207818701,0
"256",256,256,2,11.453217784361,0
"257",257,257,2,6.8909389806362,1
"258",258,258,2,12.3959763606853,0
"259",259,259,2,8.36666391852487,0
"260",260,260,2,9.8854352121515,0
"261",261,261,2,2.84378155945216,0
"262",262,262,2,8.91533247698048,0
"263",263,263,2,12.5504539885621,0
"264",264,264,2,6.6357260505047,0
"265",265,265,2,6.22696544407827,0
"266",266,266,2,10.3704329831311,1
"267",267,267,2,9.52432134080565,0
"268",268,268,2,5.81335481436348,1
"269",269,269,2,8.22744771212003,0
"270",270,270,2,5.49539347066902,0
"271",271,271,2,6.7160615366685,0
"272",272,272,2,11.3170279001323,0
"273",273,273,2,-0.16758631283337,1
"274",274,274,2,3.21616273300555,1
"275",275,275,2,5.82168928057826,0
"276",276,276,2,13.0058825142979,0
"277",277,277,2,7.78548737561211,0
"278",278,278,2,3.23283134205494,0
"279",279,279,2,6.75258802303285,0
"280",280,280,2,15.6550477936418,0
"281",281,281,2,9.73073799048335,1
"282",282,282,2,11.9726104411775,0
"283",283,283,2,8.11388214132657,0
"284",284,284,2,10.6885346037002,0
"285",285,285,2,10.9606107287271,0
"286",286,286,2,11.0446419554338,0
"287",287,287,2,15.1797756882938,0
"288",288,288,2,13.6583173133088,0
"289",289,289,2,9.19688142382249,0
"290",290,290,2,12.1017744976971,0
"291",291,291,2,9.1125690154527,0
"292",292,292,2,11.327760787532,0
"293",293,293,2,4.04666534503994,0
"294",294,294,2,10.7020246043689,0
"295",295,295,2,5.81643055856618,0
"296",296,296,2,6.89103974167563,0
"297",297,297,2,12.0310205701947,0
"298",298,298,2,8.89359758622993,0
"299",299,299,2,12.1438384025918,0
"300",300,300,2,12.4484212592387,0
"301",301,301,2,11.1442159583415,0
"302",302,302,2,8.31457387346441,0
"303",303,303,2,7.59271775715023,0
"304",304,304,2,7.6846903039581,0
"305",305,305,2,7.16361276026453,0
"306",306,306,2,7.62234274882591,0
"307",307,307,2,16.3399927783999,1
"308",308,308,2,10.4898897327957,0
"309",309,309,2,11.5052020512704,0
"310",310,310,2,7.1661916140412,0
"311",311,311,2,6.62454624313462,0
"312",312,312,2,6.07498435682309,0
"313",313,313,2,14.6627146440554,0
"314",314,314,2,7.76020644018439,0
"315",315,315,2,10.5287244387428,0
"316",316,316,2,8.60536672789148,0
"317",317,317,2,9.70028505172568,0
"318",318,318,2,4.76080954490364,0
"319",319,319,2,7.18128154122894,0
"320",320,320,2,12.628747903909,0
"321",321,321,2,9.52944163154274,0
"322",322,322,2,13.2011066270438,0
"323",323,323,2,9.63884491646334,0
"324",324,324,2,10.0381108845486,0
"325",325,325,2,8.99113484107986,0
"326",326,326,2,6.77519662693761,0
"327",327,327,2,9.69469538920423,0
"328",328,328,2,11.7810624138988,0
"329",329,329,2,5.53571958669316,1
"330",330,330,2,10.7410324414049,0
"331",331,331,2,6.9381587169698,0
"332",332,332,2,8.20496114837535,0
"333",333,333,2,9.20297346863291,1
"334",334,334,2,5.74533150836527,0
"335",335,335,2,11.666234103499,0
"336",336,336,2,5.25612678115034,0
"337",337,337,2,11.4836617748373,0
"338",338,338,2,8.72427576370389,0
"339",339,339,2,7.46735065823769,0
"340",340,340,2,9.57390267476767,0
"341",341,341,2,9.83341350430371,0
"342",342,342,2,10.3340620524383,0
"343",343,343,2,6.67121693668394,0
"344",344,344,2,4.49982828188541,0
"345",345,345,2,6.27800268026614,0
"346",346,346,2,14.2294502096889,0
"347",347,347,2,12.6544060260434,1
"348",348,348,2,10.3608348720176,0
"349",349,349,2,8.04950875358598,0
"350",350,350,2,7.15147589604583,0
"351",351,351,2,8.36138765829022,0
"352",352,352,2,7.88713394242081,0
"353",353,353,3,16.4685118450496,1
"354",354,354,3,8.07223747810109,0
"355",355,355,3,7.45175913062907,0
"356",356,356,3,11.946379786311,0
"357",357,357,3,17.5063153571077,1
"358",358,358,3,14.6984117907059,0
"359",359,359,3,12.685744444503,0
"360",360,360,3,10.1095107168121,0
"361",361,361,3,15.7984632548265,0
"362",362,362,3,9.78328465961723,0
"363",363,363,3,10.8701998884949,0
"364",364,364,3,13.2073706788587,0
"365",365,365,3,16.7146568800177,1
"366",366,366,3,11.3702531351036,0
"367",367,367,3,16.9287418296483,0
"368",368,368,3,12.8958666349188,0
"369",369,369,3,10.8527654326243,0
"370",370,370,3,19.9857373259717,0
"371",371,371,3,17.4177769484263,0
"372",372,372,3,10.2986134931898,0
"373",373,373,3,9.96447648432107,0
"374",374,374,3,9.37716427743528,0
"375",375,375,3,11.8234139035145,0
"376",376,376,3,19.356519513824,0
"377",377,377,3,16.4538480473844,0
"378",378,378,3,14.4808437946115,1
"379",379,379,3,12.1574078482372,0
"380",380,380,3,11.6659344510415,0
"381",381,381,3,9.74173065881938,0
"382",382,382,3,15.0057567538301,1
"383",383,383,3,9.27693590458009,0
"384",384,384,3,7.46431467014466,0
"385",385,385,3,16.9299968806879,0
"386",386,386,3,15.7507709814755,1
"387",387,387,3,13.1369685051558,0
"388",388,388,3,15.4504649310527,0
"389",389,389,3,19.0776610241385,0
"390",390,390,3,20.0666563568529,0
"391",391,391,3,18.3996723356729,0
"392",392,392,3,17.3127074599075,0
"393",393,393,3,10.6403096186296,0
"394",394,394,3,18.5360856877078,0
"395",395,395,3,13.1101829780476,0
"396",396,396,3,9.08372225088137,0
"397",397,397,3,13.4032325979195,0
"398",398,398,3,12.0690966082194,0
"399",399,399,3,10.7430743275976,0
"400",400,400,3,13.4839303151976,0
"401",401,401,3,16.1144670916766,0
"402",402,402,3,16.2042138001235,0
"403",403,403,3,13.5687440475837,0
"404",404,404,3,21.5808199215733,0
"405",405,405,3,13.3226556553598,0
"406",406,406,3,17.5103153452713,0
"407",407,407,3,17.7979811656066,1
"408",408,408,3,11.7466361954786,0
"409",409,409,3,11.2488570773779,1
"410",410,410,3,11.6600252608792,0
"411",411,411,3,16.2709434631196,0
"412",412,412,3,16.1172180298625,1
"413",413,413,3,13.9404633164739,0
"414",414,414,3,14.5291677924579,0
"415",415,415,3,13.4890695982943,0
"416",416,416,3,12.2779971236831,0
"417",417,417,3,17.5866702210721,0
"418",418,418,3,17.5309984968662,0
"419",419,419,3,13.6909063723239,0
"420",420,420,3,13.7271704077772,0
"421",421,421,3,15.2552823000354,0
"422",422,422,3,18.5629336760846,0
"423",423,423,3,12.5030776809211,0
"424",424,424,3,7.62463130377889,0
"425",425,425,3,17.9173199724828,0
"426",426,426,3,11.6863367215091,0
"427",427,427,3,13.8040546541507,0
"428",428,428,3,15.9793979108062,0
"429",429,429,3,9.99506390108452,1
"430",430,430,3,18.397487113461,0
"431",431,431,4,20.824513088115,0
"432",432,432,4,11.3290518844348,0
"433",433,433,4,18.4022452777217,0
"434",434,434,4,22.138847296847,1
"435",435,435,4,17.8220495265605,0
"436",436,436,4,20.7940789309112,1
"437",437,437,4,19.0961508004436,1
"438",438,438,4,25.5598736979323,0
"439",439,439,4,16.6015569531044,0
"440",440,440,4,24.1069979402806,0
"441",441,441,4,17.1948838414777,0
"442",442,442,4,18.5620095032554,0
"443",443,443,4,19.9422725886542,1
"444",444,444,4,27.2719855752726,0
"445",445,445,4,21.0335786208374,0
"446",446,446,4,20.0536602726083,0
"447",447,447,4,22.9669061679642,0
"448",448,448,4,19.9961529827393,0
"449",449,449,4,23.3734649154352,0
"450",450,450,4,21.1045393844411,0
"451",451,451,4,18.9944456098777,0
"452",452,452,4,17.089618329557,0
"453",453,453,4,30.7601543818272,1
"454",454,454,4,20.1987956804475,0
"455",455,455,4,30.0543954945029,0
"456",456,456,4,28.5053689031934,1
"457",457,457,4,27.4423057100974,0
"458",458,458,4,20.506055550623,0
"459",459,459,4,23.2651310437355,0
"460",460,460,4,21.6310775317534,0
"461",461,461,4,17.8232096710446,0
"462",462,462,4,20.8831741223515,0
"463",463,463,4,11.1460439165256,0
"464",464,464,4,18.8770810101473,0
"465",465,465,4,18.8911333205492,0
"466",466,466,4,26.1222685429282,1
"467",467,467,4,21.3734779932508,0
"468",468,468,4,12.4146379920291,1
"469",469,469,4,20.3480513039174,0
"470",470,470,4,19.6605897651188,0
"471",471,471,4,28.6031840360939,0
"472",472,472,4,20.5703651005228,0
"473",473,473,4,19.6849498567437,1
"474",474,474,4,28.1599723263041,0
"475",475,475,4,24.1441225380116,0
"476",476,476,4,21.7209203576901,1
"477",477,477,4,19.0010669203983,0
"478",478,478,4,18.5295114956835,0
"479",479,479,4,17.5839913793268,1
"480",480,480,4,15.7063288490785,0
"481",481,481,4,19.4971580648365,0
"482",482,482,4,21.9161161545263,0
"483",483,483,4,16.7255419178612,0
"484",484,484,4,27.3419709413991,0
"485",485,485,4,24.7130706156229,0
"486",486,486,4,18.5973283893993,1
"487",487,487,4,18.9918386234361,1
"488",488,488,4,17.6141347033576,0
"489",489,489,4,19.7297729625493,0
"490",490,490,4,20.3703692176566,0
"491",491,491,4,21.4802173577127,0
"492",492,492,4,25.8285012366215,0
"493",493,493,4,24.5753526627776,1
"494",494,494,4,24.2040360941675,0
"495",495,495,4,22.1214358245154,0
"496",496,496,4,22.2799822945369,0
"497",497,497,4,17.3286596090605,0
"498",498,498,4,21.4467362095861,0
"499",499,499,4,18.2691127608232,0
"500",500,500,4,21.5126553042384,0
"501",501,501,4,22.1451179237014,0
"502",502,502,4,25.7097438769093,0
"503",503,503,4,27.3474321559623,0
"504",504,504,4,22.1191006213576,0
"505",505,505,4,13.0545511944001,1
"506",506,506,4,16.1110085345826,0
"507",507,507,4,18.2848702256893,0
"508",508,508,4,28.2253167276418,0
"509",509,509,4,15.9625483600605,0
"510",510,510,4,13.0073971727868,0
"511",511,511,4,20.3809511464897,0
"512",512,512,4,21.918557108515,0
"513",513,513,4,19.2873254110169,1
"514",514,514,4,15.6577128957617,0
"515",515,515,4,17.2301716452024,0
"516",516,516,4,25.1611147227583,0
"517",517,517,4,25.0254919604855,0
"518",518,518,5,27.699551243996,1
"519",519,519,5,33.3751881447537,1
"520",520,520,5,31.0325668744547,1
"521",521,521,5,29.2972151354298,0
"522",522,522,5,35.0304389401106,0
"523",523,523,5,31.0945679918524,0
"524",524,524,5,27.4270432833952,0
"525",525,525,5,28.3166044713837,0
"526",526,526,5,27.6021204952063,0
"527",527,527,5,26.7561008384996,0
"528",528,528,5,27.0609493403137,0
"529",529,529,5,32.6718986431351,0
"530",530,530,5,34.2411333545112,0
"531",531,531,5,31.3993399273551,0
"532",532,532,5,29.4224089640913,0
"533",533,533,5,31.2700811527901,0
"534",534,534,5,34.0149325827222,0
"535",535,535,5,25.9387537810166,1
"536",536,536,5,31.4548863971961,0
"537",537,537,5,32.8180102701003,1
"538",538,538,5,27.1297197086723,0
"539",539,539,5,30.4016554636655,1
"540",540,540,5,34.9321502648481,1
"541",541,541,5,33.4950168777088,0
"542",542,542,5,36.4841996845456,0
"543",543,543,5,30.2956675597279,0
"544",544,544,5,27.8837837932142,0
"545",545,545,5,22.6646928053677,0
"546",546,546,5,28.4910257992098,0
"547",547,547,5,30.8075136852315,0
"548",548,548,5,30.3825720891042,0
"549",549,549,5,27.7458489883037,0
"550",550,550,5,40.3281945877273,1
"551",551,551,5,29.443904920283,1
"552",552,552,5,33.2904735213277,0
"553",553,553,5,22.2612835142498,0
"554",554,554,5,31.1173128238587,0
"555",555,555,5,29.684777741227,0
"556",556,556,5,31.8121835860308,1
"557",557,557,5,31.298514784336,1
"558",558,558,5,31.5815414056315,0
"559",559,559,5,29.8605908001984,0
"560",560,560,5,32.1390135604482,1
"561",561,561,5,32.2099431598432,0
"562",562,562,5,21.8434205938664,0
"563",563,563,5,29.6741119085867,0
"564",564,564,5,29.4520084623223,1
"565",565,565,5,35.5097320477333,0
"566",566,566,5,23.4012130521014,0
"567",567,567,5,28.4589242374908,0
"568",568,568,5,29.2828939608647,0
"569",569,569,5,28.616342347589,1
"570",570,570,5,34.7296410864851,0
"571",571,571,5,33.6316328936441,0
"572",572,572,5,27.8070456387541,0
"573",573,573,5,32.7791657980378,1
"574",574,574,5,30.5654911982338,0
"575",575,575,5,34.0651709585048,0
"576",576,576,5,31.3231967505209,0
"577",577,577,5,33.1474126333004,0
"578",578,578,5,28.5793208716948,1
"579",579,579,5,31.277423143667,0
"580",580,580,5,35.8582937910341,0
"581",581,581,5,27.128996926135,1
"582",582,582,5,38.0811503187537,0
"583",583,583,5,28.7711611949804,0
"584",584,584,5,31.0215306030229,0
"585",585,585,5,35.1183407048098,0
"586",586,586,5,22.225047590205,1
"587",587,587,5,29.4954914102235,0
"588",588,588,5,29.3453687095063,0
"589",589,589,5,34.3051837734022,1
"590",590,590,5,28.1330473968817,0
"591",591,591,5,25.6011567655227,1
"592",592,592,5,22.9202741405583,0
"593",593,593,5,25.8013197759963,1
"594",594,594,6,32.2868583814301,0
"595",595,595,6,36.328360069168,0
"596",596,596,6,44.238710193041,1
"597",597,597,6,35.7710629839921,1
"598",598,598,6,43.3452493365818,1
"599",599,599,6,55.5948918638898,1
"600",600,600,6,35.3395893710353,1
"601",601,601,6,45.450716225244,0
"602",602,602,6,46.9330377960208,0
"603",603,603,6,46.7792880647994,1
"604",604,604,6,50.2265374612794,0
"605",605,605,6,44.2032799800431,0
"606",606,606,6,40.6388337292608,1
"607",607,607,6,54.2904510741367,0
"608",608,608,6,34.3237433489121,1
"609",609,609,6,50.0623125063405,0
"610",610,610,6,70.7476795746395,0
"611",611,611,6,41.5272775997297,0
"612",612,612,6,51.8718591277303,0
"613",613,613,6,36.4394679854741,1
"614",614,614,6,48.4365127886456,0
"615",615,615,6,34.3038575182215,0
"616",616,616,6,42.2949101074612,1
"617",617,617,6,49.8811282996384,0
"618",618,618,6,43.7905128673598,0
"619",619,619,6,48.1895786374174,1
"620",620,620,6,46.2920086983464,1
"621",621,621,6,31.5859244824232,0
"622",622,622,6,32.1263620029478,1
"623",623,623,6,25.4509087077867,0
"624",624,624,6,49.1327759255993,1
"625",625,625,6,49.1921148769238,0
"626",626,626,6,40.9433781948782,0
"627",627,627,6,53.2839908223114,1
"628",628,628,6,35.1114025631167,1
"629",629,629,6,39.5128552740419,0
"630",630,630,6,37.625672399046,0
"631",631,631,6,56.7970967972516,1
"632",632,632,6,33.7536850398101,1
"633",633,633,6,26.1091878988794,0
"634",634,634,6,51.3454392667673,0
"635",635,635,6,47.0610682012533,0
"636",636,636,6,43.2699729474923,1
"637",637,637,6,33.3607797369271,0
"638",638,638,6,53.235294776603,1
"639",639,639,6,41.791208113343,1
"640",640,640,6,36.7411146718185,0
"641",641,641,6,43.9658468204541,0
"642",642,642,6,49.3727325241843,0
"643",643,643,6,54.0169246555844,0
"644",644,644,6,46.7614632031715,1
"645",645,645,6,25.5268762876575,1
"646",646,646,6,45.4847726322555,0
"647",647,647,6,35.5017983618625,1
"648",648,648,6,49.9951294104061,0
"649",649,649,6,40.2448583646741,0
"650",650,650,6,41.1979682622825,0
"651",651,651,6,36.2612084286169,0
"652",652,652,6,41.6519967443812,1
"653",653,653,6,37.0636835190165,0
"654",654,654,6,42.8482440318915,1
"655",655,655,6,53.4379601196011,0
"656",656,656,6,39.9701959330978,0
"657",657,657,6,56.649269124944,0
"658",658,658,6,50.9155485825953,0
"659",659,659,6,37.0814814239943,0
"660",660,660,6,51.8133207046581,0
"661",661,661,6,50.6370951788494,0
"662",662,662,6,48.1848918394399,1
"663",663,663,6,44.4818416412063,0
"664",664,664,6,33.0517398175165,1
"665",665,665,6,36.8752560631421,0
"666",666,666,6,22.2319313590263,0
"667",667,667,6,40.4284785028672,0
"668",668,668,6,42.4198555860009,0
"669",669,669,7,36.2387964409508,0
"670",670,670,7,48.2594872313761,1
"671",671,671,7,64.3130119637292,0
"672",672,672,7,64.3494777140392,0
"673",673,673,7,63.240923584548,0
"674",674,674,7,51.4093639376855,0
"675",675,675,7,52.0997938008778,1
"676",676,676,7,42.1831482240935,0
"677",677,677,7,46.7617757002362,0
"678",678,678,7,51.8466783794196,0
"679",679,679,7,49.6231530100121,0
"680",680,680,7,42.6480746506167,0
"681",681,681,7,62.165625897099,0
"682",682,682,7,51.7337760682386,0
"683",683,683,7,58.4681244596221,1
"684",684,684,7,33.7326877427387,0
"685",685,685,7,51.8806809374762,1
"686",686,686,7,50.8243563012775,0
"687",687,687,7,59.5975181384798,0
"688",688,688,7,64.2333988813916,1
"689",689,689,7,49.9120744235904,0
"690",690,690,7,50.2325175609955,0
"691",691,691,7,52.085430337214,1
"692",692,692,7,67.1244866367841,1
"693",693,693,7,54.6936130361685,1
"694",694,694,7,51.5090496957211,0
"695",695,695,7,44.4318102886757,1
"696",696,696,7,56.6499855141244,0
"697",697,697,7,52.5167749564118,1
"698",698,698,7,47.3968927553341,0
"699",699,699,7,55.9277912567599,1
"700",700,700,7,43.6749253040493,1
"701",701,701,7,47.5295484263427,0
"702",702,702,7,51.0889143934404,0
"703",703,703,7,57.3429190288521,0
"704",704,704,7,40.6796781141166,0
"705",705,705,7,45.8049050221066,1
"706",706,706,7,67.4922511375753,1
"707",707,707,7,59.1987869675656,1
"708",708,708,7,57.7352776414348,0
"709",709,709,7,75.7370095161071,1
"710",710,710,7,53.5421829876337,0
"711",711,711,7,51.1491627686517,0
"712",712,712,7,54.2008602370027,1
"713",713,713,7,38.2590552355312,1
"714",714,714,7,54.5049157438357,0
"715",715,715,7,50.5829576585014,0
"716",716,716,7,60.5482337106796,0
"717",717,717,7,51.2326523053077,0
"718",718,718,7,48.5274585540613,1
"719",719,719,7,51.3061647393836,1
"720",720,720,7,35.8972064816686,0
"721",721,721,7,40.574624137443,1
"722",722,722,7,57.7482795345067,0
"723",723,723,7,52.7438058336509,0
"724",724,724,8,NA,NA
"725",725,725,8,NA,NA
"726",726,726,8,NA,NA
